Identifier,DataFile,Points,High point X,High point Y,High point elevation
1700,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001700.lda,31280,413007.881,5280888.807,280.54599
1701,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001701.lda,20452,412973.329,5280903.197,277.803986
1702,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001702.lda,34818,413010.905,5280907.32,288.122009
1703,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001703.lda,3451,412942.409,5280911.658,256.886993
1704,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001704.lda,6042,412959.261,5280922.385,277.234985
1705,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001705.lda,14660,412963.698,5280925.744,281.30899
1706,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001706.lda,15755,413097.184,5280929.829,262.541992
1707,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001707.lda,36477,413097.716,5280935.717,266.447998
1708,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001708.lda,7894,412920.91,5280959.469,293.54599
1709,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001709.lda,13016,413037.041,5280965.011,290.60199
1710,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001710.lda,21025,412989.431,5280988.362,316.256012
1711,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001711.lda,44426,412985.681,5280992.604,318.838989
1712,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001712.lda,12672,413032.327,5281002.701,305.763
1713,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001713.lda,22049,413024.09,5281008.44,310.829987
1714,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001714.lda,47,412950.74,5281032.549,321.631989
1717,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001717.lda,903,413016.034,5280765.749,228.845993
1718,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001718.lda,35321,413012.254,5280805.108,247.102005
1719,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001719.lda,1694,412966.844,5280814.133,236.317993
1720,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001720.lda,16713,413046.587,5280845.137,263.096985
1721,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001721.lda,38383,413038.24,5280849.353,264.742004
1722,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001722.lda,21334,413052.421,5280857.59,265.299988
1723,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001723.lda,14360,413098.007,5280857.326,245.636002
1724,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001724.lda,23,412936.344,5280864.828,240.386002
1725,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001725.lda,23358,413007.807,5280865.61,271.453003
1726,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001726.lda,65084,413040.675,5280867.14,269.13501
1727,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001727.lda,27434,413001.484,5280868.751,271.924011
1728,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001728.lda,20607,413049.08,5280869.49,267.321991
1729,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001729.lda,19140,412989.75,5280874.097,270.748993
1730,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001730.lda,386,412909.503,5280918.744,278.295013
1731,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001731.lda,13984,412960.88,5280927.299,280.225006
1732,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001732.lda,21554,412994.112,5280941.011,298.511993
1733,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001733.lda,36571,412977.785,5280947.83,296.932007
1734,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001734.lda,12370,413079.833,5280948.153,270.627014
1735,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001735.lda,15233,413071.185,5280963.496,278.479004
1736,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001736.lda,18639,412969.494,5280969.067,303.795013
1737,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001737.lda,12942,413056.91,5280970.371,282.38501
1738,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001738.lda,31819,412984.357,5280977.944,313.945007
1740,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001740.lda,39754,413038.983,5280999.283,301.108002
1741,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001741.lda,4,413105.277,5281037.022,263.268005
1743,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001743.lda,21213,412995.296,5281042.664,327.006012
1744,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001744.lda,8118,412988.802,5281059.705,327.234009
1745,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001745.lda,5761,412995.27,5281065.407,321.286011
1746,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001746.lda,281,413007.847,5280768.5,227.796005
1747,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001747.lda,14,412974.242,5280776.312,218.123993
1748,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001748.lda,16829,413043.479,5280790.683,233.847
1749,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001749.lda,19519,413014.136,5280805.056,245.949005
1750,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001750.lda,23334,413003.641,5280805.538,246.834
1751,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001751.lda,15417,412991.497,5280806.358,242.654007
1752,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001752.lda,1613,413085.6,5280828.051,236.770004
1753,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001753.lda,50413,413034.009,5280839.879,263.404999
1754,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001754.lda,50362,413033.179,5280865.577,270.239014
1755,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001755.lda,21622,412983.015,5280867.48,266.106995
1756,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001756.lda,5033,413171.601,5280880.23,202.768997
1757,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001757.lda,24418,413004.394,5280926.019,293.71701
1759,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001759.lda,26726,412966.262,5280961.17,297.247986
1760,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001760.lda,16204,413074.091,5280963.44,277.970001
1761,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001761.lda,11802,412959.571,5280988.988,308.167999
1762,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001762.lda,9394,412954.652,5280990.349,306.320007
1763,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001763.lda,12002,413069.676,5281000.526,287.157013
1764,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001764.lda,23364,412947.868,5281016.11,322.242004
1765,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001765.lda,240,413007.071,5280768.671,226.960999
1766,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001766.lda,1564,413002.657,5280770.279,227.832001
1767,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001767.lda,2084,413006.22,5280771.125,228.544998
1768,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001768.lda,12775,413071.548,5280810.454,233.035995
1769,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001769.lda,16056,413027.071,5280812.539,247.925003
1770,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001770.lda,18993,413023.512,5280818.536,251.973007
1771,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001771.lda,42915,413013.287,5280819.176,254.539001
1772,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001772.lda,6727,413094.63,5280821.601,229.048004
1773,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001773.lda,19840,413009.95,5280827.705,258.181
1774,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001774.lda,22304,412994.819,5280834.702,256.372986
1775,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001775.lda,19798,413059.815,5280837.492,255.848999
1776,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001776.lda,32397,413015.856,5280843.658,263.502014
1777,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001777.lda,58679,413029.471,5280846.096,264.114014
1778,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001778.lda,3775,413115.959,5280849.338,232.639008
1779,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001779.lda,7838,413141.353,5280849.485,217.322998
1780,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001780.lda,26464,412978.82,5280862.013,261.79599
1781,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001781.lda,52,413160.825,5280864.205,204.429001
1782,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001782.lda,20758,413093.556,5280938.171,267.162994
1784,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001784.lda,27933,412975.983,5280980.244,311.89801
1785,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001785.lda,23676,413051.516,5280989.54,295.21701
1786,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001786.lda,29102,413053.82,5280994.099,296
1787,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001787.lda,25783,412987.932,5281019.755,326.872986
1788,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001788.lda,37593,413016.251,5281031.324,315.091003
1789,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001789.lda,17342,412992.078,5281059.588,322.388
1792,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001792.lda,54,412988.457,5280759.879,219.539993
1793,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001793.lda,1221,413032.986,5280761.02,216.770996
1794,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001794.lda,3973,413031.983,5280770.417,221.524002
1795,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001795.lda,10610,413037.876,5280784.648,229.632004
1796,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001796.lda,15178,413040.019,5280788.987,232.365005
1797,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001797.lda,22882,413059.283,5280795.07,228.658997
1798,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001798.lda,523,412966.364,5280796.01,226.503006
1799,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001799.lda,8195,413057.832,5280807.261,239.311996
1800,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001800.lda,22041,412990.903,5280826.225,252.070999
1801,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001801.lda,17723,412994.179,5280829.068,255.011993
1802,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001802.lda,32480,413039.061,5280830.646,257.359985
1803,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001803.lda,27706,413015.463,5280859.885,268.89801
1804,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001804.lda,25924,413056.992,5280859.926,264.979004
1805,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001805.lda,5622,413133.731,5280862.496,222.774002
1806,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001806.lda,31487,413046.272,5280870.8,267.427002
1808,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001808.lda,23463,412973.403,5280929.399,287.96701
1809,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001809.lda,31507,412971.419,5280935.68,288.997009
1810,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001810.lda,14212,412954.182,5280938.405,279.772003
1811,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001811.lda,6399,413105.614,5280973.871,258.713013
1812,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001812.lda,26203,412965.524,5280977.617,304.928009
1813,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001813.lda,18642,413054.092,5280988.121,293.454987
1814,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001814.lda,13319,412945.7,5280995.962,304.757996
1815,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001815.lda,12021,412990.672,5281001.9,318.796997
1816,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001816.lda,33813,412993.278,5281033.154,327.063995
1817,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001817.lda,4542,413019.936,5281041.27,309.377014
1818,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001818.lda,7181,412985.547,5281059.471,327.540985
1819,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001819.lda,1735,413017.084,5280765.904,227.582993
1820,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001820.lda,6326,413037.413,5280773.417,224.110992
1821,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001821.lda,10827,413056.699,5280787.5,223.283997
1822,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001822.lda,13972,413042.572,5280794.47,235.460007
1823,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001823.lda,16543,413068.317,5280795.454,224.628998
1824,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001824.lda,12811,413064.553,5280806.61,234.811996
1825,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001825.lda,14434,413040.273,5280812.014,245.761993
1826,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001826.lda,12270,413041.2,5280814.351,246.556
1827,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001827.lda,20362,413039.034,5280823.604,252.440994
1828,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001828.lda,7538,413087.028,5280831.392,237.147003
1829,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001829.lda,7267,412975.103,5280835.403,249.087997
1830,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001830.lda,9727,412977.388,5280836.392,250.197998
1831,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001831.lda,5313,412975.44,5280839.131,250.634995
1832,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001832.lda,55130,413066.895,5280848.495,257.67099
1833,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001833.lda,22387,413050.234,5280852.002,262.352997
1834,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001834.lda,30501,413039.221,5280861.452,266.936005
1835,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001835.lda,32414,413062.794,5280864.011,263.968994
1836,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001836.lda,19429,412992.231,5280866.574,267.752991
1837,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001837.lda,22902,413001.101,5280877.35,274.346985
1838,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001838.lda,5272,412955.719,5280917.005,271.09201
1839,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001839.lda,27041,412998.538,5280927.17,294.015015
1840,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001840.lda,25134,412976.553,5280933.255,290.466003
1841,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001841.lda,18171,412971.07,5280971.275,304.94101
1842,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001842.lda,33008,412977.727,5280972.003,307.975006
1843,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001843.lda,8575,412965.975,5281004.074,320.488007
1844,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001844.lda,38723,412991.119,5281040.578,327.401001
1845,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001845.lda,1471,413018.637,5280764.567,223.996002
1846,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001846.lda,17031,413045.028,5280777.057,225.615005
1847,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001847.lda,19729,413023.365,5280803.008,240.031006
1848,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001848.lda,10274,413074.409,5280810.44,230.162003
1849,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001849.lda,20489,413060.533,5280824.793,246.263
1850,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001850.lda,10276,412982.25,5280838.367,251.968002
1851,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001851.lda,29948,413048.404,5280855.459,263.483002
1852,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001852.lda,31726,413016.428,5280856.041,267.269012
1853,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001853.lda,27254,413043.493,5280869.365,267.449005
1854,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001854.lda,57,413170.595,5280871.46,204.524002
1855,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001855.lda,27510,412978.027,5280920.16,285.123993
1856,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001856.lda,8614,413025.671,5280924.258,284.462006
1857,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001857.lda,29050,412987.701,5280947.495,298.537994
1858,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001858.lda,5426,412914.376,5280948.939,290.42099
1859,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001859.lda,32988,412969.925,5280955.049,294.945007
1860,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001860.lda,14525,413061.445,5280972.352,282.571991
1861,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001861.lda,13738,413013.833,5280976.565,303.141998
1862,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001862.lda,17666,413061.205,5280981.249,288.79599
1863,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001863.lda,1378,412948.299,5281031.08,324.299011
1864,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001864.lda,34299,412973.662,5281038.009,330.171997
1865,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001865.lda,2100,412965.809,5281039.105,328.388
1866,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001866.lda,4460,412987.976,5281063.344,323.997986
1867,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001867.lda,328,412978.486,5280768.245,222.056
1868,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001868.lda,783,412993.389,5280780.502,229.373993
1869,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001869.lda,2945,412993.546,5280782.914,230.886993
1870,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001870.lda,4256,412982.69,5280787.313,227.393997
1871,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001871.lda,14739,412998.355,5280806.872,244.403
1872,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001872.lda,15392,412998.935,5280810.944,247.850006
1873,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001873.lda,25131,413034.153,5280817.103,248.779007
1874,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001874.lda,12568,412991.222,5280832.63,252.973999
1875,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001875.lda,18203,412987.645,5280838.174,253.367004
1876,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001876.lda,12684,413014.254,5280839.714,261.447998
1877,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001877.lda,4522,413088.126,5280840.083,242.544998
1878,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001878.lda,34994,413041.57,5280842.752,262.039001
1879,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001879.lda,30826,413036.579,5280845.746,262.804993
1880,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001880.lda,6575,412987.431,5280850.979,258.134003
1881,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001881.lda,22242,413040.77,5280852.976,264.079987
1882,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001882.lda,19215,412984.22,5280861.358,261.940002
1884,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001884.lda,12860,413058.96,5280909.216,269.252014
1885,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001885.lda,11461,413061.659,5280908.973,268
1886,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001886.lda,7465,413114.292,5280947.723,256.992004
1887,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001887.lda,12324,412974.131,5280948.557,293.949005
1888,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001888.lda,26535,412976.387,5280982.998,312.261993
1889,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001889.lda,25055,413032.034,5280996.733,300.755005
1890,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001890.lda,9451,413040.804,5280773.62,224.061005
1891,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001891.lda,9191,413049.277,5280791.613,230.539001
1892,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001892.lda,21876,413060.917,5280801.919,234.070007
1893,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001893.lda,21359,413033.623,5280820.732,251.483994
1894,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001894.lda,24951,413034.938,5280825.033,254.520004
1895,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001895.lda,19152,413008.857,5280903.232,284.984009
1896,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001896.lda,36189,412995.202,5280923.809,292.47699
1897,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001897.lda,14948,412964.92,5280948.638,289.609985
1898,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001898.lda,15844,412971.987,5280975.002,306.093994
1899,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001899.lda,11727,412988.051,5281016.971,325.050995
1900,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001900.lda,518,412984.37,5280765.164,219.776001
1901,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001901.lda,3268,413047.99,5280773.908,221.955994
1902,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001902.lda,17327,413040.342,5280785.93,229.097
1903,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001903.lda,13856,413008.162,5280793.614,237.886002
